Date,eq
2020-03-30,1.0339849476408518
2020-03-31,0.9792753230338586
2020-04-01,0.8605871723949184
2020-04-02,0.9371608655100018
2020-04-03,0.8962566047174908
2020-04-06,1.0823261699399784
2020-04-07,1.086152627944921
2020-04-08,1.204089325942943
2020-04-09,1.270082472243204
2020-04-13,1.2314992406693268
2020-04-14,1.3342388957272464
2020-04-15,1.2424212968349035
2020-04-16,1.2464149416091752
2020-04-17,1.364808732303017
2020-04-20,1.2849313336862345
2020-04-21,1.1873345023843849
2020-04-22,1.2728264357752266
2020-04-23,1.290649313243537
2020-04-24,1.335825643471824
2020-04-27,1.3845464060711403
2020-04-28,1.3977522274678942
2020-04-29,1.5019104473671951
2020-04-30,1.4236690855632752
2020-05-01,1.3163169535559502
2020-05-04,1.3404715218923537
2020-05-05,1.366475191863452
2020-05-06,1.3043504710869218
2020-05-07,1.365488676704237
2020-05-08,1.4452434148429802
2020-05-11,1.424521876965123
2020-05-12,1.3573484970591465
2020-05-13,1.2871912028355377
2020-05-14,1.3344131002987647
2020-05-15,1.3515914055962586
2020-05-18,1.492181008989629
2020-05-19,1.4466573996082848
2020-05-20,1.5242788442664061
2020-05-21,1.4828665685937097
2020-05-22,1.4967365098538672
2020-05-26,1.5451558814316617
2020-05-27,1.608704086606062
2020-05-28,1.6083070236919133
2020-05-29,1.6330539458424196
2020-06-01,1.6623583058171323
2020-06-02,1.7097274364778212
2020-06-03,1.766866418184316
2020-06-04,1.742688947564658
2020-06-05,1.8694884273504708
2020-06-08,1.9718815737454451
2020-06-09,1.907406963601253
2020-06-10,1.8683287824968209
2020-06-11,1.545356109974107
2020-06-12,1.5924131981591372
2020-06-15,1.6337053306345326
2020-06-16,1.7145939639975558
2020-06-17,1.6855318327202464
2020-06-18,1.6987123334806693
2020-06-19,1.664812794836434
2020-06-22,1.6929732678376714
2020-06-23,1.7037508979705032
2020-06-24,1.5722394596664246
2020-06-25,1.6077656635022286
2020-06-26,1.5100266942077174
2020-06-29,1.58956625403489
2020-06-30,1.6492001942973702
2020-07-01,1.6685035437462303
2020-07-02,1.7036752811166007
2020-07-06,1.758925470487295
2020-07-07,1.7219722699084996
2020-07-08,1.7388214303789131
2020-07-09,1.6849523838979588
2020-07-10,1.7513581908672764
2020-07-13,1.7249589566225507
2020-07-14,1.8186680362159953
2020-07-15,1.8765121716174662
2020-07-16,1.8727860767141382
2020-07-17,1.9014775335236116
2020-07-20,1.90129536830724
2020-07-21,1.9609016831229986
2020-07-22,2.0101442926743487
2020-07-23,1.980199413454562
2020-07-24,1.954122181519648
2020-07-27,1.9963041633001615
2020-07-28,1.9662509218885573
2020-07-29,2.031936378131141
2020-07-30,1.9851685607376854
2020-07-31,2.011525858905013
2020-08-03,2.0237011086973964
2020-08-04,2.0962663131091896
2020-08-05,2.1302671716484225
2020-08-06,2.1698881226353897
2020-08-07,2.1779152252141567
2020-08-10,2.2246758179596937
2020-08-11,2.124304060701503
2020-08-12,2.1931262037084975
2020-08-13,2.1851912357276237
2020-08-14,2.1810447428033877
2020-08-17,2.216630287895862
2020-08-18,2.2254463730431735
2020-08-19,2.167674768887032
2020-08-20,2.1643818602983913
2020-08-21,2.1703992757321555
2020-08-24,2.2458952052911902
2020-08-25,2.2360914617517587
2020-08-26,2.2740616027357725
2020-08-27,2.2548201886220025
2020-08-28,2.3204446924141275
2020-08-31,2.287527058041678
2020-09-01,2.3350487666531947
2020-09-02,2.447048196018674
2020-09-03,2.2456563770827453
2020-09-04,2.189097904810527
2020-09-08,2.0447943850446877
2020-09-09,2.1563911359640304
2020-09-10,2.045899278596612
2020-09-11,2.0675303570010115
2020-09-14,2.1455837075090702
2020-09-15,2.171089000638303
2020-09-16,2.1793036931334173
2020-09-17,2.142755557709761
2020-09-18,2.063717423087101
2020-09-21,1.9499272809324957
2020-09-22,1.9901479596678855
2020-09-23,1.840843409047884
2020-09-24,1.8631023389615153
2020-09-25,1.9302797357305181
2020-09-28,2.0209607997364154
2020-09-29,1.985446428802005
2020-09-30,2.0139808782255186
2020-10-01,2.0225099141092437
2020-10-02,2.0040998126028433
2020-10-05,2.0987500946963134
2020-10-06,2.020015808887006
2020-10-07,2.1130990082492094
2020-10-08,2.1981465333917383
2020-10-09,2.243288938458561
2020-10-12,2.31683702905477
2020-10-13,2.2664845983846216
2020-10-14,2.249420541595017
2020-10-15,2.2484995407066863
2020-10-16,2.2442244488686534
2020-10-19,2.143570567801632
2020-10-20,2.171661619992176
2020-10-21,2.1528085775721535
2020-10-22,2.201060762331864
2020-10-23,2.2252411177146048
2020-10-26,2.1032895889830394
2020-10-27,2.0791019954877408
