Date,ret_oos
2023-12-15,-0.0038341296816043037
2023-12-18,0.005869763730113875
2023-12-19,0.009277035548743139
2023-12-20,-0.012827431806555751
2023-12-21,0.00838603462695896
2023-12-22,0.0024285243142965094
2023-12-26,0.005804416564883774
2023-12-27,1.976556489515196e-05
2023-12-28,-0.002405335280480048
2023-12-29,-0.0032513302960313463
2024-01-02,-0.000264818334485534
2024-01-03,-0.0027830082320783158
2024-01-04,-0.0039799216548686124
2024-01-05,0.0025290428381704476
2024-01-08,0.00414140734455472
2024-01-09,-0.006953923520956762
2024-01-10,0.0014622947002814633
2024-01-11,-0.0017539745364456962
2024-01-12,0.0034722500699871537
2024-01-16,-0.011707174697023632
2024-01-17,-0.005845721232760681
2024-01-18,0.00634674809700424
2024-01-19,0.009771928686002228
2024-01-22,0.004477936179001762
2024-01-23,0.003111109018655511
2024-01-24,0.0044745757766030845
2024-01-25,0.013252464741937075
2024-01-26,0.0030939518388501007
2024-01-29,0.003934230773164143
2024-01-30,0.004063365722171436
2024-01-31,-0.022808281378051503
2024-02-01,0.01284861884425144
2024-02-02,0.013253781851793283
2024-02-05,-0.007867098025199427
2024-02-06,0.0028831774453413226
2024-02-07,0.008473699057892818
2024-02-08,0.003081257415031141
2024-02-09,-0.00014949144559893185
2024-02-12,0.0024322823551318927
2024-02-13,-0.01975352420225952
2024-02-14,0.012708970724423467
2024-02-15,0.016232811439704276
2024-02-16,-0.007879879869753843
2024-02-20,-0.00524209628281026
2024-02-21,0.004523271467297268
2024-02-22,0.018379503383055596
2024-02-23,0.0010418559562908767
2024-02-26,-0.0047727461502261705
2024-02-27,0.0018990188386330152
2024-02-28,-0.0012204848703969264
2024-02-29,0.00808532982832798
2024-03-01,0.01495992544546275
2024-03-04,-0.0004585063150919336
2024-03-05,-0.00687687839274993
2024-03-06,0.007686586505111437
2024-03-07,0.01310362039813086
2024-03-08,-0.001297356695951585
2024-03-11,0.0009442753341355356
2024-03-12,0.006275773295648729
2024-03-13,0.005910071031381958
2024-03-14,-0.0021591102364826144
2024-03-15,-0.006611587981044315
2024-03-18,0.009425759920299858
2024-03-19,0.007066831684429886
2024-03-20,0.014279644332884133
2024-03-21,0.005942328812964098
2024-03-22,-0.005740233059215599
2024-03-25,-0.0020479166702759956
2024-03-26,-0.002809310277217353
2024-03-27,0.013593237258884438
2024-03-28,0.006325083500150752
2024-04-01,0.003660893671063192
2024-04-02,0.0018355988297052315
2024-04-03,0.007633296228597114
2024-04-04,-0.014022873272451703
2024-04-05,0.018121433158284895
2024-04-08,0.000281952046734468
2024-04-09,0.000890377228651584
2024-04-10,-0.012578151859800003
2024-04-11,0.01029977496112418
2024-04-12,-0.021617205068601607
2024-04-15,-0.008690826380212109
2024-04-16,-0.00476279257563676
2024-04-17,-0.0071231850976149315
2024-04-18,-0.0016154199424983197
2024-04-19,-0.0011781935770296516
2024-04-22,0.002878675589390772
2024-04-23,0.013271185060427975
2024-04-24,-0.0011177531088227667
2024-04-25,-0.0075957690512327815
2024-04-26,0.008185775608450201
2024-04-29,0.0005875502237050631
2024-04-30,-0.028602666466010323
2024-05-01,-0.0026624869092971406
2024-05-02,0.008768406102109176
2024-05-03,0.011657997594912166
2024-05-06,0.016587571189767548
2024-05-07,-0.00047356153163206655
2024-05-08,0.00011091519744104133
2024-05-09,0.012776790183026425
2024-05-10,0.003005119491532443
2024-05-13,-0.004894932912044109
2024-05-14,0.006905402984834041
2024-05-15,0.014393010698867658
2024-05-16,-0.004283791894179112
2024-05-17,0.00952997627467299
2024-05-20,2.5592839500115645e-05
2024-05-21,-0.0007949843235707635
2024-05-22,-0.009727996259071071
2024-05-23,-0.01862640224949123
2024-05-24,0.008605566399600905
2024-05-28,0.0007830897060605188
2024-05-29,-0.015271731521540695
2024-05-30,-0.0023505577401047697
2024-05-31,0.014418261606489418
2024-06-04,-7.936507936507937e-05
2024-06-05,-7.936507936507937e-05
2024-06-06,-7.936507936507937e-05
2024-06-07,-7.936507936507937e-05
2024-06-10,-7.936507936507937e-05
2024-06-11,-7.936507936507937e-05
2024-06-12,-7.936507936507937e-05
2024-06-13,-7.936507936507937e-05
2024-06-14,-7.936507936507937e-05
2024-06-17,-7.936507936507937e-05
2024-06-18,-7.936507936507937e-05
2024-06-20,-7.936507936507937e-05
2024-06-21,-7.936507936507937e-05
2024-06-24,-7.936507936507937e-05
2024-06-25,-7.936507936507937e-05
2024-06-26,-7.936507936507937e-05
2024-06-27,-7.936507936507937e-05
2024-06-28,-7.936507936507937e-05
2024-07-01,-7.936507936507937e-05
2024-07-02,-7.936507936507937e-05
2024-07-03,-7.936507936507937e-05
2024-07-05,-7.936507936507937e-05
2024-07-08,-7.936507936507937e-05
2024-07-09,-7.936507936507937e-05
2024-07-10,-7.936507936507937e-05
2024-07-11,-7.936507936507937e-05
2024-07-12,-7.936507936507937e-05
2024-07-15,-7.936507936507937e-05
2024-07-16,-7.936507936507937e-05
2024-07-17,-7.936507936507937e-05
2024-07-18,-7.936507936507937e-05
2024-07-19,-7.936507936507937e-05
2024-07-22,-7.936507936507937e-05
2024-07-23,-7.936507936507937e-05
2024-07-24,-7.936507936507937e-05
2024-07-25,-7.936507936507937e-05
2024-07-26,-7.936507936507937e-05
2024-07-29,-7.936507936507937e-05
2024-07-30,-7.936507936507937e-05
2024-07-31,-7.936507936507937e-05
2024-08-01,-7.936507936507937e-05
2024-08-02,-7.936507936507937e-05
2024-08-05,-7.936507936507937e-05
2024-08-06,-7.936507936507937e-05
2024-08-07,-7.936507936507937e-05
2024-08-08,-7.936507936507937e-05
2024-08-09,-7.936507936507937e-05
2024-08-12,-7.936507936507937e-05
2024-08-13,-7.936507936507937e-05
2024-08-14,-7.936507936507937e-05
2024-08-15,-7.936507936507937e-05
2024-08-16,-7.936507936507937e-05
2024-08-19,-7.936507936507937e-05
2024-08-20,-7.936507936507937e-05
2024-08-21,-7.936507936507937e-05
2024-08-22,-7.936507936507937e-05
2024-08-23,-7.936507936507937e-05
2024-08-26,-7.936507936507937e-05
2024-08-27,-7.936507936507937e-05
2024-08-28,-7.936507936507937e-05
2024-08-29,-7.936507936507937e-05
2024-08-30,-7.936507936507937e-05
2024-09-03,-7.936507936507937e-05
2024-09-04,-7.936507936507937e-05
2024-09-05,-7.936507936507937e-05
2024-09-06,-7.936507936507937e-05
2024-09-09,-7.936507936507937e-05
2024-09-10,-7.936507936507937e-05
2024-09-11,-7.936507936507937e-05
2024-09-12,-7.936507936507937e-05
2024-09-13,-7.936507936507937e-05
2024-09-16,-7.936507936507937e-05
2024-09-17,-7.936507936507937e-05
2024-09-18,-7.936507936507937e-05
2024-09-19,-7.936507936507937e-05
2024-09-20,-7.936507936507937e-05
2024-09-23,-7.936507936507937e-05
2024-09-24,-7.936507936507937e-05
2024-09-25,-7.936507936507937e-05
2024-09-26,-7.936507936507937e-05
2024-09-27,-7.936507936507937e-05
2024-09-30,-7.936507936507937e-05
2024-10-01,-7.936507936507937e-05
2024-10-02,-7.936507936507937e-05
2024-10-03,-7.936507936507937e-05
2024-10-04,-7.936507936507937e-05
2024-10-07,-7.936507936507937e-05
2024-10-08,-7.936507936507937e-05
2024-10-09,-7.936507936507937e-05
2024-10-10,-7.936507936507937e-05
2024-10-11,-7.936507936507937e-05
2024-10-14,-7.936507936507937e-05
2024-10-15,-7.936507936507937e-05
2024-10-16,-7.936507936507937e-05
2024-10-17,-7.936507936507937e-05
2024-10-18,-7.936507936507937e-05
2024-10-21,-7.936507936507937e-05
2024-10-22,-7.936507936507937e-05
2024-10-23,-7.936507936507937e-05
2024-10-24,-7.936507936507937e-05
2024-10-25,-7.936507936507937e-05
2024-10-28,-7.936507936507937e-05
2024-10-29,-7.936507936507937e-05
2024-10-30,-7.936507936507937e-05
2024-10-31,-7.936507936507937e-05
2024-11-01,-7.936507936507937e-05
2024-11-04,-7.936507936507937e-05
2024-11-05,-7.936507936507937e-05
2024-11-06,-7.936507936507937e-05
2024-11-07,-7.936507936507937e-05
2024-11-08,-7.936507936507937e-05
2024-11-11,-7.936507936507937e-05
2024-11-12,-7.936507936507937e-05
2024-11-13,-7.936507936507937e-05
2024-11-14,-7.936507936507937e-05
2024-11-15,-7.936507936507937e-05
2024-11-18,-7.936507936507937e-05
2024-11-19,-7.936507936507937e-05
2024-11-20,-7.936507936507937e-05
2024-11-21,-7.936507936507937e-05
2024-11-22,-7.936507936507937e-05
2024-11-25,-7.936507936507937e-05
2024-11-26,-7.936507936507937e-05
2024-11-27,-7.936507936507937e-05
2024-11-29,-7.936507936507937e-05
2024-12-02,-7.936507936507937e-05
2024-12-03,-7.936507936507937e-05
2024-12-04,-7.936507936507937e-05
2024-12-05,-7.936507936507937e-05
2024-12-06,-7.936507936507937e-05
2024-12-09,-7.936507936507937e-05
2024-12-10,-7.936507936507937e-05
2024-12-11,-7.936507936507937e-05
2024-12-12,-7.936507936507937e-05
2024-12-13,-7.936507936507937e-05
2024-12-16,-7.936507936507937e-05
2024-12-17,-7.936507936507937e-05
2024-12-18,-7.936507936507937e-05
2024-12-19,-7.936507936507937e-05
2024-12-20,-7.936507936507937e-05
2024-12-23,-7.936507936507937e-05
2024-12-24,-7.936507936507937e-05
2024-12-26,-7.936507936507937e-05
2024-12-27,-7.936507936507937e-05
2024-12-30,-7.936507936507937e-05
2024-12-31,-7.936507936507937e-05
2025-01-02,-7.936507936507937e-05
2025-01-03,-7.936507936507937e-05
2025-01-06,-7.936507936507937e-05
2025-01-07,-7.936507936507937e-05
2025-01-08,-7.936507936507937e-05
2025-01-10,-7.936507936507937e-05
2025-01-13,-7.936507936507937e-05
2025-01-14,-7.936507936507937e-05
2025-01-15,-7.936507936507937e-05
2025-01-16,-7.936507936507937e-05
2025-01-17,-7.936507936507937e-05
2025-01-21,-7.936507936507937e-05
2025-01-22,-7.936507936507937e-05
2025-01-23,-7.936507936507937e-05
2025-01-24,-7.936507936507937e-05
2025-01-27,-7.936507936507937e-05
2025-01-28,-7.936507936507937e-05
2025-01-29,-7.936507936507937e-05
2025-01-30,-7.936507936507937e-05
2025-01-31,-7.936507936507937e-05
2025-02-03,-7.936507936507937e-05
2025-02-04,-7.936507936507937e-05
2025-02-05,-7.936507936507937e-05
2025-02-06,-7.936507936507937e-05
2025-02-07,-7.936507936507937e-05
2025-02-10,-7.936507936507937e-05
2025-02-11,-7.936507936507937e-05
2025-02-12,-7.936507936507937e-05
2025-02-13,-7.936507936507937e-05
2025-02-14,-7.936507936507937e-05
2025-02-18,-7.936507936507937e-05
2025-02-19,-7.936507936507937e-05
2025-02-20,-7.936507936507937e-05
2025-02-21,-7.936507936507937e-05
2025-02-24,-7.936507936507937e-05
2025-02-25,-7.936507936507937e-05
2025-02-26,-7.936507936507937e-05
2025-02-27,-7.936507936507937e-05
2025-02-28,-7.936507936507937e-05
2025-03-03,-7.936507936507937e-05
2025-03-04,-7.936507936507937e-05
2025-03-05,-7.936507936507937e-05
2025-03-06,-7.936507936507937e-05
2025-03-07,-7.936507936507937e-05
2025-03-10,-7.936507936507937e-05
2025-03-11,-7.936507936507937e-05
2025-03-12,-7.936507936507937e-05
2025-03-13,-7.936507936507937e-05
2025-03-14,-7.936507936507937e-05
2025-03-17,-7.936507936507937e-05
2025-03-18,-7.936507936507937e-05
2025-03-19,-7.936507936507937e-05
2025-03-20,-7.936507936507937e-05
2025-03-21,-7.936507936507937e-05
2025-03-24,-7.936507936507937e-05
2025-03-25,-7.936507936507937e-05
2025-03-26,-7.936507936507937e-05
2025-03-27,-7.936507936507937e-05
2025-03-28,-7.936507936507937e-05
2025-03-31,0.010202743908571609
2025-04-01,-8.540399772725721e-05
2025-04-02,0.00454469418438157
2025-04-03,-0.026624708885080322
2025-04-04,-0.052448817140863566
2025-04-07,-0.009553043994213957
2025-04-08,-0.004196028734742741
2025-04-09,0.05994913337203393
2025-04-10,-0.01147723406876376
2025-04-11,0.014008307544043407
2025-04-14,0.007223955285010647
2025-04-15,0.0024586384976836182
2025-04-16,-0.004841775558035649
2025-04-17,0.003651078444711675
2025-04-21,-0.00924518457660596
2025-04-22,0.01797741669056437
2025-04-23,0.0019586948688290083
2025-04-24,0.011723088230783095
2025-04-25,-0.003173286861227792
2025-04-28,0.006750216879462856
2025-04-29,0.0038400299259050306
2025-04-30,-0.0026700668702949017
2025-05-01,-0.0033114117562747904
2025-05-02,0.01137899968554622
2025-05-05,0.005743160181936341
2025-05-06,0.008507937668963282
2025-05-07,-0.0020996677686422162
2025-05-08,-0.004352452509730276
2025-05-09,0.0008915615226412374
2025-05-12,0.0016382089206865734
2025-05-13,0.00411720040373158
2025-05-14,-0.005824773960055968
2025-05-15,0.011901229567412118
2025-05-16,0.0037899003085846315
2025-05-19,0.004596529041778363
2025-05-20,0.0033336895050908475
2025-05-21,-0.009778011988795228
2025-05-22,-0.0067070540152672055
2025-05-23,0.006354995494357962
2025-05-27,0.00602753772018787
2025-05-28,-0.0058535798715500355
2025-05-29,0.0024113808940412094
2025-05-30,0.002415903885736248
2025-06-03,-7.936507936507937e-05
2025-06-04,-7.936507936507937e-05
2025-06-05,-7.936507936507937e-05
2025-06-06,-7.936507936507937e-05
2025-06-09,-7.936507936507937e-05
2025-06-10,-7.936507936507937e-05
2025-06-11,-7.936507936507937e-05
2025-06-12,-7.936507936507937e-05
2025-06-13,-7.936507936507937e-05
2025-06-16,-7.936507936507937e-05
2025-06-17,-7.936507936507937e-05
2025-06-18,-7.936507936507937e-05
2025-06-20,-7.936507936507937e-05
2025-06-23,-7.936507936507937e-05
2025-06-24,-7.936507936507937e-05
2025-06-25,-7.936507936507937e-05
2025-06-26,-7.936507936507937e-05
2025-06-27,-7.936507936507937e-05
2025-06-30,-7.936507936507937e-05
2025-07-01,-7.936507936507937e-05
2025-07-02,-7.936507936507937e-05
2025-07-03,-7.936507936507937e-05
2025-07-07,-7.936507936507937e-05
2025-07-08,-7.936507936507937e-05
2025-07-09,-7.936507936507937e-05
2025-07-10,-7.936507936507937e-05
2025-07-11,-7.936507936507937e-05
2025-07-14,-7.936507936507937e-05
2025-07-15,-7.936507936507937e-05
2025-07-16,-7.936507936507937e-05
2025-07-17,-7.936507936507937e-05
2025-07-18,-7.936507936507937e-05
2025-07-21,-7.936507936507937e-05
2025-07-22,-7.936507936507937e-05
2025-07-23,-7.936507936507937e-05
2025-07-24,-7.936507936507937e-05
2025-07-25,-7.936507936507937e-05
2025-07-28,-7.936507936507937e-05
2025-07-29,-7.936507936507937e-05
2025-07-30,-7.936507936507937e-05
2025-07-31,-7.936507936507937e-05
2025-08-01,-7.936507936507937e-05
2025-08-04,-7.936507936507937e-05
2025-08-05,-7.936507936507937e-05
2025-08-06,-7.936507936507937e-05
2025-08-07,-7.936507936507937e-05
2025-08-08,-7.936507936507937e-05
2025-08-11,-7.936507936507937e-05
2025-08-12,-7.936507936507937e-05
