train_start,train_end,window,vt_target,exec_speed,no_trade_band,turnover_cap,score,Sharpe,AnnTurn
2019-02-12,2024-02-12,63,0.12,0.5,0.002,0.1,-0.08524444614317639,0.39978028996881787,0.9700494722239885
2019-02-12,2024-02-12,63,0.12,0.5,0.002,0.2,-0.3573665839870538,0.39209847590928837,1.4989301197926843
2019-02-12,2024-02-12,63,0.12,0.5,0.004,0.1,-0.0814937635944164,0.4001864191844,0.9633603655576328
2019-02-12,2024-02-12,63,0.12,0.5,0.004,0.2,-0.35361639055334615,0.39250411600981805,1.4922410131263284
2019-02-12,2024-02-12,126,0.08,0.25,0.001,0.1,-0.11705209397581079,0.31881367043413095,0.8717315288198835
2019-02-12,2024-02-12,126,0.08,0.25,0.001,0.2,-0.19107563981642972,0.3164335813348844,1.0150184423026283
2019-02-12,2024-02-12,126,0.08,0.25,0.002,0.1,-0.11705209397581079,0.31881367043413095,0.8717315288198835
2019-02-12,2024-02-12,126,0.08,0.25,0.002,0.2,-0.19107563981642972,0.3164335813348844,1.0150184423026283
2019-02-12,2024-02-12,126,0.08,0.25,0.004,0.1,-0.11705209397581079,0.31881367043413095,0.8717315288198835
2019-02-12,2024-02-12,126,0.08,0.25,0.004,0.2,-0.19107563981642972,0.3164335813348844,1.0150184423026283
2019-02-12,2024-02-12,126,0.08,0.33,0.001,0.1,-0.15660825391860883,0.31771256964147243,0.9486416471201625
2019-02-12,2024-02-12,126,0.08,0.33,0.001,0.2,-0.3453002730324448,0.3118017320882429,1.3142040102413755
2019-02-12,2024-02-12,126,0.08,0.33,0.002,0.1,-0.15660825391860883,0.31771256964147243,0.9486416471201625
2019-02-12,2024-02-12,126,0.08,0.33,0.002,0.2,-0.3453002730324448,0.3118017320882429,1.3142040102413755
2019-02-12,2024-02-12,126,0.08,0.33,0.004,0.1,-0.15660825391860883,0.31771256964147243,0.9486416471201625
2019-02-12,2024-02-12,126,0.08,0.33,0.004,0.2,-0.3453002730324448,0.3118017320882429,1.3142040102413755
2019-02-12,2024-02-12,126,0.08,0.5,0.001,0.1,-0.20283986490362393,0.3165284460345644,1.0387366218763767
2019-02-12,2024-02-12,126,0.08,0.5,0.001,0.2,-0.5654349462896018,0.3062965825302817,1.743463057639767
2019-02-12,2024-02-12,126,0.08,0.5,0.002,0.1,-0.20283986490362393,0.3165284460345644,1.0387366218763767
2019-02-12,2024-02-12,126,0.08,0.5,0.002,0.2,-0.5654349462896018,0.3062965825302817,1.743463057639767
2019-02-12,2024-02-12,126,0.08,0.5,0.004,0.1,-0.20283986490362393,0.3165284460345644,1.0387366218763767
2019-02-12,2024-02-12,126,0.08,0.5,0.004,0.2,-0.5654349462896018,0.3062965825302817,1.743463057639767
2019-02-12,2024-02-12,126,0.1,0.25,0.001,0.1,-0.0237250041607886,0.32230221770362993,0.6920544437288371
2019-02-12,2024-02-12,126,0.1,0.25,0.001,0.2,-0.10323164330141787,0.32010662333300305,0.8466765332688418
2019-02-12,2024-02-12,126,0.1,0.25,0.002,0.1,-0.0237250041607886,0.32230221770362993,0.6920544437288371
2019-02-12,2024-02-12,126,0.1,0.25,0.002,0.2,-0.10323164330141787,0.32010662333300305,0.8466765332688418
2019-02-12,2024-02-12,126,0.1,0.25,0.004,0.1,-0.018351359228187758,0.3229164599485569,0.6825356383534893
2019-02-12,2024-02-12,126,0.1,0.25,0.004,0.2,-0.09785824497998152,0.32072061896676535,0.8371577278934937
2019-02-12,2024-02-12,126,0.1,0.33,0.001,0.1,-0.05580182760437152,0.32112483628227306,0.7538533277732892
2019-02-12,2024-02-12,126,0.1,0.33,0.001,0.2,-0.21892540514090958,0.31619380139500936,1.0702384130718379
2019-02-12,2024-02-12,126,0.1,0.33,0.002,0.1,-0.05580182760437152,0.32112483628227306,0.7538533277732892
2019-02-12,2024-02-12,126,0.1,0.33,0.002,0.2,-0.21892540514090958,0.31619380139500936,1.0702384130718379
2019-02-12,2024-02-12,126,0.1,0.33,0.004,0.1,-0.04881174633923674,0.3218325059996783,0.74128850467783
2019-02-12,2024-02-12,126,0.1,0.33,0.004,0.2,-0.21193597433275846,0.3169008206554309,1.0576735899763787
2019-02-12,2024-02-12,126,0.1,0.5,0.001,0.1,-0.09848731832764879,0.3196693912441235,0.8363134191435446
2019-02-12,2024-02-12,126,0.1,0.5,0.001,0.2,-0.3806988534810825,0.31135559024775455,1.3841088874576741
2019-02-12,2024-02-12,126,0.1,0.5,0.002,0.1,-0.09848731832764879,0.3196693912441235,0.8363134191435446
2019-02-12,2024-02-12,126,0.1,0.5,0.002,0.2,-0.3806988534810825,0.31135559024775455,1.3841088874576741
2019-02-12,2024-02-12,126,0.1,0.5,0.004,0.1,-0.0880930273842161,0.3205448768122082,0.8172758083928486
2019-02-12,2024-02-12,126,0.1,0.5,0.004,0.2,-0.3703059322812233,0.31222970607226597,1.3650712767069786
2019-02-12,2024-02-12,126,0.12,0.25,0.001,0.1,-0.03742335756784737,0.32205810895388987,0.7189629330434745
2019-02-12,2024-02-12,126,0.12,0.25,0.001,0.2,-0.11383511761172865,0.3201943462800528,0.8680589277835629
2019-02-12,2024-02-12,126,0.12,0.25,0.002,0.1,-0.03742335756784737,0.32205810895388987,0.7189629330434745
2019-02-12,2024-02-12,126,0.12,0.25,0.002,0.2,-0.11383511761172865,0.3201943462800528,0.8680589277835629
2019-02-12,2024-02-12,126,0.12,0.25,0.004,0.1,-0.0354655786096677,0.32234364837289575,0.7156184539651269
2019-02-12,2024-02-12,126,0.12,0.25,0.004,0.2,-0.11187742092489128,0.3204798034277164,0.8647144487052154
2019-02-12,2024-02-12,126,0.12,0.33,0.001,0.1,-0.09373008591275128,0.32022165516347095,0.8279034821524445
2019-02-12,2024-02-12,126,0.12,0.33,0.001,0.2,-0.21819205710450112,0.3164922457303177,1.0693686056696377
2019-02-12,2024-02-12,126,0.12,0.33,0.002,0.1,-0.09373008591275128,0.32022165516347095,0.8279034821524445
2019-02-12,2024-02-12,126,0.12,0.33,0.002,0.2,-0.21819205710450112,0.3164922457303177,1.0693686056696377
2019-02-12,2024-02-12,126,0.12,0.33,0.004,0.1,-0.09119402950718142,0.3205503553773314,0.8234887697690256
2019-02-12,2024-02-12,126,0.12,0.33,0.004,0.2,-0.21565619254274027,0.31682075410036925,1.064953893286219
2019-02-12,2024-02-12,126,0.12,0.5,0.001,0.1,-0.146506638751144,0.31850141598467235,0.9300161094716327
2019-02-12,2024-02-12,126,0.12,0.5,0.001,0.2,-0.4079717308462299,0.3109912021972447,1.4379258660869492
2019-02-12,2024-02-12,126,0.12,0.5,0.002,0.1,-0.146506638751144,0.31850141598467235,0.9300161094716327
2019-02-12,2024-02-12,126,0.12,0.5,0.002,0.2,-0.4079717308462299,0.3109912021972447,1.4379258660869492
2019-02-12,2024-02-12,126,0.12,0.5,0.004,0.1,-0.1427560594118425,0.3189075162456263,0.9233271513149376
2019-02-12,2024-02-12,126,0.12,0.5,0.004,0.2,-0.40422162477598117,0.31139682918914585,1.431236907930254
