Date,scaler,sigma
2022-11-22,0.5,0.21588799956779248
2022-11-23,0.5,0.2133149150226962
2022-11-25,0.5,0.20995618703263078
2022-11-28,0.5,0.20973666725438841
2022-11-29,0.5,0.20643532112164154
2022-11-30,0.5,0.21330361384744131
2022-12-01,0.5,0.21026213088382087
2022-12-02,0.5,0.20697526822664616
2022-12-05,0.5,0.209547832247432
2022-12-06,0.5,0.20787151375352275
2022-12-07,0.5,0.20463315054772557
2022-12-08,0.5,0.20178298926834087
2022-12-09,0.5,0.20000672816453746
2022-12-12,0.5015474054351766,0.19938294748675495
2022-12-13,0.5060704488107667,0.19760094713096493
2022-12-14,0.512939712172691,0.19495468497930044
