Date,ret_base,ret_regime
2018-12-13,-0.0011322645336181122,-0.0006793587201708672
2018-12-14,-0.011300655706542881,-0.006780393423925729
2018-12-17,-0.013313267097544568,-0.007987960258526739
2018-12-18,-0.0011964877466635832,-0.0007178926479981497
2018-12-19,-0.00937858784390131,-0.005627152706340786
2018-12-20,-0.010125369715255834,-0.006075221829153501
2018-12-21,-0.011897231317803937,-0.00720677653983487
2018-12-24,-0.017225384124893328,-0.010920376091636774
2018-12-26,0.024722957885343632,0.018210070625977744
2018-12-27,0.005695640417694796,0.00419766543901716
2018-12-28,-0.0002913421314732646,-0.00021297898178022922
2018-12-31,0.004497478100444621,0.0032794228092108443
2019-01-02,0.0014289211219591115,0.001034401726700381
2019-01-03,-0.010198569631723126,-0.007458970734900805
2019-01-04,0.01626567820032002,0.012550087715408885
2019-01-07,0.003429063873743109,0.0026324848898309126
2019-01-08,0.0049008294703831515,0.0037533994889714034
2019-01-09,0.0021136441385958184,0.0016076495096934854
2019-01-10,0.0019755462362049223,0.0019755462362049223
2019-01-11,-0.0003602360513670887,-0.0003602360513670887
2019-01-14,-0.0035352019923686395,-0.0035352019923686395
2019-01-15,0.0042587582669885125,0.0042587582669885125
2019-01-16,0.001088001421525124,0.001088001421525124
2019-01-17,0.0045523143540514895,0.0045523143540514895
2019-01-18,0.006576701703260259,0.006576701703260259
2019-01-22,-0.006831316101815492,-0.005021653838339598
2019-01-23,0.00043802064779891,0.00043802064779891
2019-01-24,0.0007293409540635972,0.0007293409540635972
2019-01-25,0.004627555819214176,0.004627555819214176
2019-01-28,-0.0035022670922179003,-0.0035022670922179003
2019-01-29,0.000939536074311496,0.000939536074311496
2019-01-30,0.00816573126368619,0.00816573126368619
2019-01-31,0.006037564471387868,0.006037564471387868
2019-02-01,-0.00015543794205193393,-0.00015543794205193393
2019-02-04,0.0025075493864186093,0.0025075493864186093
2019-02-05,0.0029507813971709866,0.0029507813971709866
2019-02-06,-0.0023850315705050986,-0.0023850315705050986
2019-02-07,-0.004216928153040294,-0.004216928153040294
2019-02-08,0.0011118296499162622,0.0011118296499162622
2019-02-11,-0.0002319762314272218,-0.0002319762314272218
2019-02-12,0.007574775952571379,0.007574775952571379
2019-02-13,0.001331116406561687,0.001331116406561687
2019-02-14,-0.0009877629891663642,-0.0009877629891663642
2019-02-15,0.00717008742335168,0.00717008742335168
2019-02-19,0.002673994739620826,0.002673994739620826
2019-02-20,0.0016984992377617563,0.0016984992377617563
2019-02-21,-0.0037482848705493784,-0.0037482848705493784
2019-02-22,0.003695112166080741,0.003695112166080741
2019-02-25,0.00011266393610802752,0.00011266393610802752
2019-02-26,-0.0005732151520433294,-0.0005732151520433294
2019-02-27,-0.0014741099528311173,-0.0014741099528311173
2019-02-28,-0.0024398057795073608,-0.0024398057795073608
2019-03-01,0.0019712970555268057,0.0019712970555268057
2019-03-04,-0.0011988662532434523,-0.0011988662532434523
2019-03-05,-0.0007925492644763299,-0.0007925492644763299
2019-03-06,-0.0032992710119008908,-0.0032992710119008908
2019-03-07,-0.004330578925640142,-0.004330578925640142
2019-03-08,-0.0005786467999326977,-0.0005786467999326977
2019-03-11,0.008152877181261295,0.008152877181261295
2019-03-12,0.003054973087933885,0.003054973087933885
2019-03-13,0.004388227999364818,0.004388227999364818
2019-03-14,-0.0024225857477362376,-0.0024225857477362376
2019-03-15,0.003219636309104981,0.003219636309104981
2019-03-18,0.002461463082712333,0.002461463082712333
2019-03-19,-0.0008384534899586977,-0.0008384534899586977
2019-03-20,-0.00018375997123101263,-0.00018375997123101263
2019-03-21,0.006861498808183273,0.006861498808183273
2019-03-22,-0.010711054620924454,-0.010711054620924454
2019-03-25,0.0005711543438940897,0.0005711543438940897
2019-03-26,0.004775002905104202,0.004775002905104202
2019-03-27,-0.002907156807845772,-0.002907156807845772
2019-03-28,0.001338445994888631,0.001338445994888631
2019-03-29,0.004282154642785632,0.004282154642785632
2019-04-01,0.005701650444496508,0.005701650444496508
2019-04-02,-3.106207714251902e-05,-3.106207714251902e-05
2019-04-03,0.00011153743764898938,0.00011153743764898938
2019-04-04,0.003111860987455361,0.003111860987455361
2019-04-05,0.003945609216462104,0.003945609216462104
2019-04-08,0.0002451861838601216,0.0002451861838601216
2019-04-09,-0.003277074727537338,-0.003277074727537338
2019-04-10,0.001977909719088444,0.001977909719088444
2019-04-11,-0.000846331790383052,-0.000846331790383052
2019-04-12,0.004321170776850222,0.004321170776850222
2019-04-15,-0.000884026820121952,-0.000884026820121952
2019-04-16,-0.0007896716393889759,-0.0007896716393889759
2019-04-17,-0.0019220417714882268,-0.0019220417714882268
2019-04-18,0.001296875716205424,0.001296875716205424
2019-04-22,0.0003660524033063613,0.0003660524033063613
2019-04-23,0.005287824479731455,0.005287824479731455
2019-04-24,-0.0008910257350104166,-0.0008910257350104166
2019-04-25,-0.0017156134787950537,-0.0017156134787950537
2019-04-26,0.004407581166285827,0.004407581166285827
2019-04-29,-0.00036554076968793066,-0.00036554076968793066
2019-04-30,0.0026866055534083247,0.0026866055534083247
2019-05-01,-0.008116677287839298,-0.008116677287839298
2019-05-02,-0.003145158439638515,-0.003145158439638515
2019-05-03,0.008070152476621767,0.008070152476621767
2019-05-06,-0.0035081188345261146,-0.0035081188345261146
2019-05-07,-0.010803746411460405,-0.006482247846876243
2019-05-08,-0.0021215558751936326,-0.0012729335251161795
2019-05-09,-0.001969606477813772,-0.001181763886688263
2019-05-10,0.0054564594463053775,0.0032738756677832266
2019-05-13,-0.014845120141221826,-0.008907072084733094
2019-05-14,0.005187089651707266,0.0031122537910243595
2019-05-15,0.004221307144646841,0.0025327842867881047
2019-05-16,0.005932627624694017,0.00355957657481641
2019-05-17,-0.004901352008564078,-0.0029408112051384464
2019-05-20,-0.004733923378515975,-0.0028403540271095848
2019-05-21,0.006493328746508412,0.006493328746508412
2019-05-22,-0.0023558777931335898,-0.0023558777931335898
2019-05-23,-0.007509818764372164,-0.004505891258623298
2019-05-24,0.0012911327188645286,0.0007746796313187172
2019-05-28,-0.007277941486404063,-0.004366764891842438
2019-05-29,-0.00516904275681646,-0.0031014256540898757
2019-05-30,0.002288529125614326,0.0013731174753685955
2019-05-31,-0.007271136195851956,-0.004362681717511174
2019-06-03,0.003924879580937529,0.002354927748562517
2019-06-04,0.014697868908035037,0.008818721344821022
2019-06-05,0.0052560752688899075,0.003153645161333944
2019-06-06,0.006577065415264222,0.003946239249158533
2019-06-07,0.007406248962532606,0.004443749377519563
2019-06-10,0.00044625294834699393,0.00026775176900819636
2019-06-11,-0.00040630314952155394,-0.00024378188971293233
2019-06-12,-0.0002555006265774764,-0.00015330037594648581
2019-06-13,0.004878997194256017,0.00292739831655361
2019-06-14,-0.0004905971288639157,-0.00029435827731834937
2019-06-17,-0.00016593352352276062,-9.956011411365637e-05
2019-06-18,0.007532244506983129,0.004519346704189877
2019-06-19,0.002101933420411464,0.002101933420411464
2019-06-20,0.010650551829150647,0.010650551829150647
2019-06-21,-0.0007124789484560821,-0.0004274873690736492
2019-06-24,0.0007522087068977985,0.0004513252241386791
2019-06-25,-0.005728080293847707,-0.0034368481763086237
2019-06-26,-0.0036542142543607332,-0.00219252855261644
2019-06-27,0.0030983472028524054,0.001859008321711443
2019-06-28,0.005371924912268665,0.003223154947361199
2019-07-01,0.0031173691609017317,0.0031173691609017317
2019-07-02,0.004440152432714217,0.004440152432714217
2019-07-03,0.0067928776624346515,0.0067928776624346515
2019-07-05,-0.0036440311663694844,-0.0036440311663694844
2019-07-08,-0.004161141769588585,-0.004161141769588585
2019-07-09,2.1815273527812785e-06,2.1815273527812785e-06
2019-07-10,0.004267238686541095,0.004267238686541095
2019-07-11,0.00027143347188469214,0.00027143347188469214
2019-07-12,0.004823711997538532,0.004823711997538532
2019-07-15,0.0002513700795516589,0.0002513700795516589
2019-07-16,-0.0036111293852667072,-0.0036111293852667072
2019-07-17,-0.0034341709583291242,-0.0034341709583291242
2019-07-18,0.0042521916870946475,0.0042521916870946475
2019-07-19,-0.005971414528782422,-0.005971414528782422
2019-07-22,0.0009870555601905159,0.0009870555601905159
2019-07-23,0.004984194274597172,0.004984194274597172
2019-07-24,0.003945083862066629,0.003945083862066629
2019-07-25,-0.00537166638863153,-0.00537166638863153
2019-07-26,0.005647433375167329,0.005647433375167329
2019-07-29,-0.000871735725565149,-0.000871735725565149
2019-07-30,-0.0002095966034658238,-0.0002095966034658238
2019-07-31,-0.010081799601735204,-0.006049079761041121
2019-08-01,-0.0037327804257701815,-0.002239668255462109
2019-08-02,-0.005891469590468069,-0.003534881754280841
2019-08-05,-0.02042283758870657,-0.012253702553223939
2019-08-06,0.010600091889642137,0.006360055133785282
2019-08-07,0.0028071025523398827,0.0016842615314039296
2019-08-08,0.015306084628975406,0.009183650777385243
2019-08-09,-0.005774009362299284,-0.0034644056173795696
2019-08-12,-0.006900472123832766,-0.004140283274299659
2019-08-13,0.009111052845717081,0.005466631707430248
2019-08-14,-0.019055545708531692,-0.011433327425119016
2019-08-15,0.0033993181132145668,0.0020395908679287397
2019-08-16,0.00911770460841896,0.005470622765051375
2019-08-19,0.00670577466328455,0.0040234647979707295
2019-08-20,-0.003998638024229289,-0.0023991828145375734
2019-08-21,0.0046562214773913525,0.002793732886434811
2019-08-22,-0.0012212444122476705,-0.0007327466473486022
2019-08-23,-0.015129590142458417,-0.009077754085475048
2019-08-26,0.006669755443399263,0.004001853266039557
2019-08-27,-0.00023899617863237793,-0.00014339770717942675
2019-08-28,0.005149181299103657,0.003089508779462194
2019-08-29,0.007961001044407943,0.004776600626644766
2019-08-30,0.00026397903172603067,0.0001583874190356184
2019-09-03,-0.002189233725907432,-0.0013135402355444591
2019-09-04,0.008209521265535381,0.004925712759321228
2019-09-05,0.004187979425111531,0.004187979425111531
2019-09-06,0.000734709535772238,0.000734709535772238
2019-09-09,-0.0005533504922355538,-0.0005533504922355538
2019-09-10,-0.00026106473699856047,-0.00026106473699856047
2019-09-11,0.005295206791183432,0.005295206791183432
2019-09-12,0.0015896884131639194,0.0015896884131639194
2019-09-13,-0.0018067214385309946,-0.0018067214385309946
2019-09-16,0.000280186892973823,0.000280186892973823
2019-09-17,0.002215738661782355,0.002215738661782355
2019-09-18,-9.037868262002929e-05,-9.037868262002929e-05
2019-09-19,0.0004532051677379333,0.0004532051677379333
2019-09-20,-0.0009297175525372903,-0.0009297175525372903
2019-09-23,0.00033974993309540577,0.00033974993309540577
2019-09-24,-0.00408210000428685,-0.0024492600025721096
2019-09-25,0.0011115254856732776,0.0011115254856732776
2019-09-26,-0.0016681382991948642,-0.0010008829795169183
2019-09-27,-0.0035974070150361394,-0.0021584442090216835
2019-09-30,0.0019736244815211244,0.0011841746889126746
2019-10-01,-0.010184830233081633,-0.00611089813984898
2019-10-02,-0.013196843054683568,-0.00791810583281014
2019-10-03,0.0065864129934369445,0.003951847796062166
2019-10-04,0.010302812347909631,0.006181687408745778
2019-10-07,-0.005093339755230904,-0.0030560038531385427
2019-10-08,-0.010817424815139552,-0.006490454889083732
2019-10-09,0.006209425687310112,0.003725655412386067
2019-10-10,0.003069883465832675,0.001841930079499605
2019-10-11,0.006460630613688909,0.006460630613688909
2019-10-14,-0.000969434225276509,-0.000969434225276509
2019-10-15,0.0046539161934620495,0.0046539161934620495
2019-10-16,-0.0005784546207354886,-0.0005784546207354886
2019-10-17,0.0022361852663186493,0.0022361852663186493
2019-10-18,-0.002889086504588261,-0.002889086504588261
2019-10-21,0.0037384423533920273,0.0037384423533920273
2019-10-22,-1.0053999346466197e-05,-1.0053999346466197e-05
2019-10-23,0.0032800749047147515,0.0032800749047147515
2019-10-24,0.0006426600942832786,0.0006426600942832786
2019-10-25,0.002430780989714196,0.002430780989714196
2019-10-28,0.0003867117213739347,0.0003867117213739347
2019-10-29,0.00037293977945486163,0.00037293977945486163
2019-10-30,0.003235288148009221,0.003235288148009221
2019-10-31,-0.000561469148210887,-0.000561469148210887
2019-11-01,0.007857835291935995,0.007857835291935995
2019-11-04,0.00228426445794644,0.00228426445794644
2019-11-05,-0.003029852356358178,-0.003029852356358178
2019-11-06,0.00030904045061491085,0.00030904045061491085
2019-11-07,-0.001047718555876785,-0.000628631133526071
2019-11-08,-3.912008325256455e-05,-2.3472049951538723e-05
2019-11-11,-0.0026734259594249606,-0.0016040555756549762
2019-11-12,0.0021224872731684754,0.001273492363901085
2019-11-13,0.0011304601227012504,0.0006782760736207502
2019-11-14,0.0031024076053261856,0.0031024076053261856
2019-11-15,0.004988832626521458,0.004988832626521458
2019-11-18,0.00015541452497555927,0.00015541452497555927
2019-11-19,-0.0011756476902610462,-0.0011756476902610462
2019-11-20,-0.001041679560538068,-0.001041679560538068
2019-11-21,-0.0013373613128150517,-0.0013373613128150517
2019-11-22,0.0016488515016066052,0.0016488515016066052
2019-11-25,0.005069516391970279,0.005069516391970279
2019-11-26,0.0028672439098326786,0.0028672439098326786
2019-11-27,0.0028941325098389126,0.0028941325098389126
2019-11-29,-0.0032832358489627055,-0.0032832358489627055
2019-12-02,-0.008488054200300797,-0.005092832520180478
2019-12-03,-0.003422511181126313,-0.002053506708675788
2019-12-04,0.005372397181454793,0.005372397181454793
2019-12-05,0.0007665358031995784,0.0007665358031995784
2019-12-06,0.006700819663814788,0.004020491798288873
2019-12-09,-0.0025022121569072036,-0.001501327294144322
2019-12-10,-0.0008113045191303169,-0.00048678271147819006
2019-12-11,0.004304253411118669,0.004304253411118669
2019-12-12,0.006175178708766389,0.0037051072252598334
2019-12-13,0.0010949593679669212,0.0006569756207801526
2019-12-16,0.006029259447433565,0.0036175556684601394
2019-12-17,0.0004291009729148592,0.00025746058374891546
2019-12-18,-0.0004153192543830323,-0.00024919155262981935
2019-12-19,0.0038918155370045635,0.002335089322202738
2019-12-20,0.005527041443557104,0.0033162248661342624
2019-12-23,0.0007826893369881776,0.00046961360219290656
2019-12-24,0.0015626482018806724,0.0009375889211284033
2019-12-26,0.005337475761371369,0.003202485456822821
2019-12-27,-0.0005920636204938728,-0.00035523817229632365
2019-12-30,-0.005295128201807779,-0.0031770769210846678
2019-12-31,0.002082846297514687,0.0012497077785088122
2020-01-02,0.007264714046500325,0.004358828427900194
2020-01-03,-0.00388519884414573,-0.002331119306487438
2020-01-06,0.0037486147594971695,0.0022491688556983015
2020-01-07,-0.002841663042300835,-0.0017049978253805011
2020-01-08,0.0012564788890652874,0.0007538873334391724
2020-01-09,0.006220922321224029,0.003732553392734417
2020-01-10,-0.002030547128897969,-0.001218328277338781
2020-01-13,0.005554688099820919,0.0033328128598925514
2020-01-14,-2.4556267008121657e-05,-1.4733760204872992e-05
2020-01-15,0.004675307884418329,0.002805184730650997
2020-01-16,0.0072024062547788575,0.004321443752867315
2020-01-17,0.002228260405939979,0.001336956243563987
2020-01-21,-0.0030423392639260844,-0.0018254035583556505
2020-01-22,-0.0005643734844237154,-0.0003386240906542292
2020-01-23,0.0019869148039442564,0.0019869148039442564
2020-01-24,-0.008362265611721542,-0.005017359367032924
2020-01-27,-0.013974289094320295,-0.008384573456592175
2020-01-28,0.0071696882238096145,0.004301812934285769
2020-01-29,0.000750853972888988,0.0004505123837333928
2020-01-30,0.002855786911202102,0.0017134721467212607
2020-01-31,-0.016610173364096203,-0.009966104018457721
2020-02-03,0.00528109363132568,0.0031686561787954075
2020-02-04,0.00922512081706513,0.005535072490239078
2020-02-05,0.012797137521836964,0.007678282513102179
2020-02-06,0.0023698129503711527,0.0014218877702226913
2020-02-07,-0.004199497629422892,-0.0025196985776537355
2020-02-10,0.005376345579788856,0.0032258073478733133
2020-02-11,0.002438320007963412,0.001462992004778047
2020-02-12,0.0059602274706786595,0.003576136482407195
2020-02-13,0.0005482012963688834,0.00032892077782133
2020-02-14,0.0018226594927255593,0.0010935956956353353
2020-02-18,-5.95423887139859e-05,-3.572543322839154e-05
2020-02-19,0.004439493892253482,0.002663696335352089
2020-02-20,-0.001420507116426133,-0.0008523042698556797
2020-02-21,-0.00628598873019401,-0.0037715932381164057
2020-02-24,-0.026266864644232155,-0.015760118786539292
2020-02-25,-0.026091620375427074,-0.015654972225256244
2020-02-26,-0.005664581246113148,-0.0033987487476678886
2020-02-27,-0.02804181153750203,-0.01741739301165139
2020-02-28,-0.008956704960615026,-0.00559802583659394
2020-03-02,0.025704463639804262,0.018677957077251433
2020-03-03,-0.011009871525130693,-0.008127789003633954
2020-03-04,0.020802444237531064,0.016776774138089364
2020-03-05,-0.013800996193484336,-0.011483393460770062
2020-03-06,-0.007127009410570292,-0.005939926700934965
2020-03-09,-0.03368244755006121,-0.03368244755006121
2020-03-10,0.014995669609785614,0.014995669609785614
2020-03-11,-0.02224754851989592,-0.02224754851989592
2020-03-12,-0.04249567386675273,-0.04249567386675273
2020-03-13,0.03259103102619022,0.03259103102619022
2020-03-16,-0.045198271249823126,-0.045198271249823126
2020-03-17,0.022231882082423337,0.022231882082423337
2020-03-18,-0.027919155172831993,-0.027919155172831993
2020-03-19,0.0026808915841789217,0.0026808915841789217
2020-03-20,-0.013218757209886857,-0.013218757209886857
2020-03-23,-0.010980395672089116,-0.010980395672089116
2020-03-24,0.04331690485725275,0.04331690485725275
2020-03-25,0.006969543071271508,0.006969543071271508
2020-03-26,0.025520034816860604,0.025520034816860604
2020-03-27,-0.012069162560719122,-0.012069162560719122
2020-03-30,0.012102361601681237,0.012102361601681237
2020-03-31,-0.007979442774713534,-0.007979442774713534
2020-04-01,-0.015527932280930159,-0.015527932280930159
2020-04-02,0.011148366171429296,0.011148366171429296
2020-04-03,-0.005577736249667017,-0.005577736249667017
2020-04-06,0.026817970112658997,0.026817970112658997
2020-04-07,0.00022898020761251707,0.00022898020761251707
2020-04-08,0.013465405938417585,0.013465405938417585
2020-04-09,0.008760976247076587,0.008760976247076587
2020-04-13,-0.004728537974528368,-0.004728537974528368
2020-04-14,0.010197467455166356,0.010197467455166356
2020-04-15,-0.008688444639175046,-0.008688444639175046
2020-04-16,0.00035205555134973783,0.00035205555134973783
2020-04-17,0.011578252488696478,0.011578252488696478
2020-04-20,-0.006974871876349272,-0.006974871876349272
2020-04-21,-0.009790506400436211,-0.009790506400436211
2020-04-22,0.008616433438630553,0.008616433438630553
2020-04-23,0.0015292697144504426,0.0015292697144504426
2020-04-24,0.004564474975637633,0.004564474975637633
2020-04-27,0.0047071666029252215,0.0047071666029252215
2020-04-28,0.0014293114356996863,0.0014293114356996863
2020-04-29,0.009137053075978363,0.009137053075978363
2020-04-30,-0.007374884755471291,-0.007374884755471291
2020-05-01,-0.009047874072746305,-0.009047874072746305
2020-05-04,0.0014583323071508266,0.0014583323071508266
2020-05-05,0.0020309415134303096,0.0020309415134303096
2020-05-06,-0.006517579991328041,-0.006517579991328041
2020-05-07,0.00667420455299938,0.00667420455299938
2020-05-08,0.006683021794962692,0.006683021794962692
2020-05-11,-0.0024579743988009683,-0.0024579743988009683
2020-05-12,-0.005888044423442886,-0.005888044423442886
2020-05-13,-0.006294566349140942,-0.006294566349140942
2020-05-14,0.0053992404110504225,0.0053992404110504225
2020-05-15,0.0014016629771478933,0.0014016629771478933
2020-05-18,0.01225714322467627,0.01225714322467627
2020-05-19,-0.003954362743851874,-0.003954362743851874
2020-05-20,0.006767628505895606,0.006767628505895606
2020-05-21,-0.0033963239067614347,-0.0033963239067614347
2020-05-22,0.0012673865820584176,0.0012673865820584176
2020-05-26,0.0045384057668702875,0.0045384057668702875
2020-05-27,0.006099197006468739,0.006099197006468739
2020-05-28,-0.00039292259425959225,-0.00039292259425959225
2020-05-29,0.0017589370005806038,0.0017589370005806038
2020-06-01,0.002214957444730516,0.002214957444730516
2020-06-02,0.0030725881580081866,0.0030725881580081866
2020-06-03,0.004048232048903817,0.004048232048903817
2020-06-04,-0.0011365795678883882,-0.0011365795678883882
2020-06-05,0.008497654290027905,0.008497654290027905
2020-06-08,0.006958943942658584,0.006958943942658584
2020-06-09,-0.0037660917398398175,-0.0037660917398398175
2020-06-10,-0.0026268636637912725,-0.0026268636637912725
2020-06-11,-0.021751684180465483,-0.021751684180465483
2020-06-12,0.004037307410706246,0.004037307410706246
2020-06-15,0.003435441641339931,0.003435441641339931
2020-06-16,0.005639838979810057,0.005639838979810057
2020-06-17,-0.0020763669747474365,-0.0020763669747474365
2020-06-18,0.0010093551280688222,0.0010093551280688222
2020-06-19,-0.0021572746925683085,-0.0021572746925683085
2020-06-22,0.001770514420049737,0.001770514420049737
2020-06-23,0.0008382453543908925,0.0008382453543908925
2020-06-24,-0.009553561885639397,-0.009553561885639397
2020-06-25,0.0034191851450592124,0.0034191851450592124
2020-06-26,-0.008006958574986917,-0.008006958574986917
2020-06-29,0.006292673800349591,0.006292673800349591
2020-06-30,0.0044806138368205135,0.0044806138368205135
2020-07-01,0.0012050811147834024,0.0012050811147834024
2020-07-02,0.0023773914949232785,0.0023773914949232785
2020-07-06,0.00431395348490411,0.00431395348490411
2020-07-07,-0.00215364231043538,-0.00215364231043538
2020-07-08,0.0014491660332340093,0.0014491660332340093
2020-07-09,-0.0033497483504993666,-0.0033497483504993666
2020-07-10,0.005148637291744519,0.005148637291744519
2020-07-13,-0.0014626572865484243,-0.0014626572865484243
2020-07-14,0.006218870616660927,0.006218870616660927
2020-07-15,0.0038886726854615197,0.0038886726854615197
2020-07-16,-0.00024914200052875965,-0.00024914200052875965
2020-07-17,0.001714446054430459,0.001714446054430459
2020-07-20,0.00013948125744160466,0.00013948125744160466
2020-07-21,0.003893241536531929,0.003893241536531929
2020-07-22,0.00339216748823408,0.00339216748823408
2020-07-23,-0.0011331167956020796,-0.0011331167956020796
2020-07-24,-0.0013808483816802344,-0.0013808483816802344
2020-07-27,0.0024838142483463435,0.0024838142483463435
2020-07-28,-0.001228577825664192,-0.001228577825664192
2020-07-29,0.004295909978930947,0.004295909978930947
2020-07-30,-0.0027919970627595927,-0.0027919970627595927
2020-07-31,0.0016971282325337809,0.0016971282325337809
2020-08-03,0.0005737387893768706,0.0005737387893768706
2020-08-04,0.00448003670160803,0.00448003670160803
2020-08-05,0.0020174647653822706,0.0020174647653822706
2020-08-06,0.0026389996609633083,0.0026389996609633083
2020-08-07,0.0005275507920956125,0.0005275507920956125
2020-08-10,0.0020804507001553683,0.0020804507001553683
2020-08-11,-0.006359734672160928,-0.006359734672160928
