Date,ret_base,ret_vt
2018-12-24,-0.03677192220743763,-0.012759036079539857
2018-12-26,0.07508297658032059,0.02280674456713136
2018-12-27,0.009529544935813452,0.0028854682770882755
2018-12-28,-0.0029632954380832983,-0.0008979582973754015
2018-12-31,0.013556326911630785,0.004086954546041752
2019-01-02,-0.0015510102920023227,-0.00046818665806242193
2019-01-03,-0.03425749825223126,-0.010165796400429878
2019-01-04,0.051946381485199956,0.014640268212414211
2019-01-07,0.014399764664377134,0.0040452377045001155
2019-01-08,0.015700118264801895,0.004388712628636737
2019-01-09,0.010695746597731988,0.0029820419182913028
2019-01-10,0.006413518863067927,0.0017868640849043546
2019-01-11,-0.0025092393920829854,-0.0007139952604992325
2019-01-14,-0.017217493627200365,-0.004911458038226143
2019-01-15,0.019239246542772395,0.005482603047393445
2019-01-16,-0.0003594139471055841,-0.00010252373660123156
2019-01-17,0.011717444672296115,0.003356856095778364
2019-01-18,0.02072674345470712,0.005893893438632126
2019-01-22,-0.019608282335579975,-0.005561225108758019
2019-01-23,0.002064751125832605,0.0005858028731019372
2019-01-24,0.004827629332780106,0.0013689925214197944
2019-01-25,0.008409889426109323,0.002385065589372539
2019-01-28,-0.015145512649982089,-0.00438289086631176
2019-01-29,-0.0022387754127326078,-0.000655341997091384
2019-01-30,0.02866653677916531,0.00832565628173849
2019-01-31,0.018481580813531285,0.00535939034983595
2019-02-01,-0.00018640642883874508,-5.428608799073141e-05
2019-02-04,0.006324334943774793,0.0018468452363074425
2019-02-05,0.008073322609361043,0.002367517177153971
2019-02-06,-0.0012956190515793701,-0.00038039487092608086
2019-02-07,-0.011841202761908915,-0.0034721937310616914
2019-02-08,0.002479002824976158,0.0007274242054925807
2019-02-11,0.00011847103382105445,3.550431739669895e-05
2019-02-12,0.01817151904404121,0.005416340533917509
2019-02-13,0.005298792195868011,0.0015826435190717492
2019-02-14,0.0025949683566081883,0.000788175104458499
2019-02-15,0.016810200326309945,0.005091979548342371
2019-02-19,0.004419309884266094,0.0013413624769347283
2019-02-20,0.002511551913778246,0.0007653078098493214
2019-02-21,-0.009223220267984458,-0.0028061245161465284
2019-02-22,0.014046051450935558,0.004316414800460465
2019-02-25,-0.0017079807508228943,-0.0005343435784375743
2019-02-26,6.523765867891068e-05,2.0430994328486582e-05
2019-02-27,-0.004295029294811359,-0.0013513379185386423
2019-02-28,-0.006333515037242435,-0.0020090352986718023
2019-03-01,0.013349348391703252,0.004222906323230211
2019-03-04,-0.0031113829258949234,-0.0010077772657415389
2019-03-05,-0.0012158385355864445,-0.0003938244946845789
2019-03-06,-0.011251202120582424,-0.003642541365950472
2019-03-07,-0.008625556915351969,-0.00280932748106795
2019-03-08,-0.006832691340020618,-0.00231283479855559
2019-03-11,0.02207165692526714,0.007400345169474867
2019-03-12,0.01205234900121407,0.00413837871415249
2019-03-13,0.009953644679659392,0.003412502352224759
2019-03-14,-0.003035681233365425,-0.001040146743734545
2019-03-15,0.01090651451448614,0.003735913211655437
2019-03-18,0.007232253899551666,0.0024758587687992643
2019-03-19,-0.0005142995068213515,-0.0001813563121394805
2019-03-20,0.004461652055880715,0.0016130609250604127
2019-03-21,0.020783380998582204,0.007468571746886723
2019-03-22,-0.02204274846764475,-0.007915972705235096
2019-03-25,0.001223571129173269,0.0004509349779101138
2019-03-26,0.012388999987480337,0.004669156957719507
2019-03-27,-0.007053024778024193,-0.0027886266963538533
2019-03-28,0.0026498387479560715,0.001268095382247534
2019-03-29,0.009906277928429949,0.004739723977590274
2019-04-01,0.0059978806637077,0.0028754095502344984
2019-04-02,-0.0009546274005947397,-0.0004591856689180336
2019-04-03,-0.002082415316920468,-0.0010013861869217293
2019-04-04,0.003099618845536563,0.0016050411548740615
2019-04-05,0.015203356553220032,0.00901095849654379
2019-04-08,0.0002570159779580266,0.00015348725697705897
2019-04-09,-0.007732687970475579,-0.00462836772881764
2019-04-10,0.004967132719424845,0.002984895589132554
2019-04-11,-0.004228009794038878,-0.0025333728015660747
2019-04-12,0.0013231241949015183,0.000794354316497654
2019-04-15,0.0006143158261607529,0.00038028626830139794
2019-04-16,-0.0077902591497555,-0.004878750075840899
2019-04-17,-0.00874750676195893,-0.005425724372529446
2019-04-18,0.0016375238378569133,0.0010223247967802679
2019-04-22,0.004781434745219088,0.0030666549997007434
2019-04-23,0.013915704914416039,0.009205522578253562
2019-04-24,-0.0010005623858004406,-0.0006610942140651757
2019-04-25,0.001389600894729955,0.0009183717575229465
2019-04-26,0.0019552811440812115,0.0012960380316483983
2019-04-29,-0.0061333532359268165,-0.004155189748511039
2019-04-30,0.011971668211519262,0.0080669054351713
2019-05-01,-0.018365183655715742,-0.012662863175974972
2019-05-02,-0.008408816398343967,-0.005892391731408083
2019-05-03,0.017934129617582974,0.012261945532697304
2019-05-06,-0.0041083787438597865,-0.0028042165762335444
2019-05-07,-0.023390771461051684,-0.015148871232256762
2019-05-08,-0.005700441127187771,-0.003678484984594817
2019-05-09,-0.00416588942078584,-0.002721605358433764
2019-05-10,0.012719117748302521,0.008221150290992596
2019-05-13,-0.03149834455594568,-0.01871891729503186
2019-05-14,0.012798256748379687,0.007691877022435995
2019-05-15,0.012626126300055334,0.0075248043503922885
2019-05-16,0.014231083211760183,0.008380658052783239
2019-05-17,-0.00801462455495064,-0.004774954650266473
2019-05-20,-0.009266707983330026,-0.0054860032270401
2019-05-21,0.012728429726542465,0.007461498546759726
2019-05-22,-0.0025907658662683414,-0.0015284176099054914
2019-05-23,-0.015894016018297607,-0.009311591459529877
2019-05-24,0.0007604142083012408,0.0004456440967427188
2019-05-28,-0.019971735086136207,-0.011380398670045696
2019-05-29,-0.01616345701941105,-0.009064568443864324
2019-05-30,0.00553153188340898,0.003104574990413718
2019-05-31,-0.017242160645602234,-0.009605267818721142
2019-06-03,0.006084271222435642,0.003382825310273349
2019-06-04,0.03088256899656221,0.016234804950810797
2019-06-05,0.013796256081457297,0.007238599905497648
2019-06-06,0.019996771797544118,0.010338195766572614
2019-06-07,0.01956254838065223,0.009974001252484455
2019-06-10,0.002823656745577503,0.001472801958139543
2019-06-11,0.0005806417153793481,0.00030482107709025864
2019-06-12,-3.3176457252862915e-05,-1.749266298003261e-05
2019-06-13,0.00995677645018001,0.00523181948493162
2019-06-14,-0.0006941828776173478,-0.0003666666048172396
2019-06-17,0.0033004588259048016,0.0017466239256435138
2019-06-18,0.014419583792190072,0.007555973526191327
2019-06-19,0.008739682485716518,0.00456798483935107
2019-06-20,0.02192728856660054,0.01143166568207066
2019-06-21,-0.0026425932755531913,-0.0014203135093515107
2019-06-24,-0.0025114984416340384,-0.0013485450339382641
2019-06-25,-0.014557537836752246,-0.0077578008345028085
2019-06-26,-0.00863816363957773,-0.004595813585549361
2019-06-27,0.006153664805848454,0.003269642649016977
2019-06-28,0.006649680499764265,0.0035426837498946945
2019-07-01,0.010513393911948023,0.0055804330680806384
2019-07-02,0.008003147877402497,0.004238070598750968
2019-07-03,0.01838754393765756,0.009588739011638195
2019-07-05,-0.008177056021299286,-0.004242651897841789
2019-07-08,-0.0028286132083492547,-0.0014819559214539683
2019-07-09,0.0003905124729111896,0.00020459832894049603
2019-07-10,0.010249344116184432,0.005370423323130225
2019-07-11,-0.000905270597597367,-0.00047453546678301
2019-07-12,0.0030365130469726556,0.0015943216083395067
2019-07-15,0.003844957127698656,0.002018174391962295
2019-07-16,-0.011622650659832028,-0.006043540953526693
2019-07-17,-0.0033868556412056956,-0.001767043922948326
2019-07-18,0.009066724604975897,0.004743284211839308
2019-07-19,-0.013344073665299652,-0.006896369902945996
2019-07-22,0.0027722468128131912,0.0014334660197377652
2019-07-23,0.005478926560973344,0.002854997506664298
2019-07-24,0.0054713922734690515,0.002849211762503697
2019-07-25,-0.010696309011552082,-0.0055265854972617505
2019-07-26,0.007422047224916839,0.0038269783279692884
2019-07-29,0.0005728153329176126,0.0002962384959913586
2019-07-30,-0.002900782569306363,-0.0015081932169379111
2019-07-31,-0.018934902431819677,-0.009832585203723125
2019-08-01,-0.004553246949773874,-0.0023720979591976862
2019-08-02,-0.010728992710290588,-0.0056367160083399415
2019-08-05,-0.04837994660278072,-0.02260331213849814
2019-08-06,0.024283120325630927,0.011343477769520733
2019-08-07,0.005792134092928861,0.002708008906276237
2019-08-08,0.03699714177923138,0.016413693373923743
2019-08-09,-0.012389642184382167,-0.005482765581376251
2019-08-12,-0.012449486582517646,-0.005715319006912253
2019-08-13,0.024055282451678914,0.010868557657244132
2019-08-14,-0.043584780023472464,-0.018314215687545717
2019-08-15,0.010881942252820137,0.0045855533059484975
2019-08-16,0.021349361698680666,0.008890193766244248
2019-08-19,0.020427667808766193,0.008434033722507584
2019-08-20,-0.008027792418693367,-0.0033183534236689207
2019-08-21,0.01573833141967589,0.0064640797263885025
2019-08-22,-0.004043375828341459,-0.001676753230303367
2019-08-23,-0.04245084876868798,-0.016523808902390184
2019-08-26,0.01939456380045443,0.0075817459644683715
2019-08-27,-0.0014926919838648797,-0.0005893169690697059
2019-08-28,0.01431315031682679,0.00562639096424975
2019-08-29,0.0193408475139546,0.007627337794764644
2019-08-30,-0.0019945067509471006,-0.0007863083156129167
2019-09-03,-0.000820039433859066,-0.0003318192729027287
2019-09-04,0.01760761825994632,0.007100331925247973
2019-09-05,0.008991202031117886,0.003658916180415537
2019-09-06,0.0052644990430977135,0.002164406552260915
2019-09-09,-0.00603005638489184,-0.002474188590095865
2019-09-10,-0.005686385455561171,-0.0023290548553807017
2019-09-11,0.011574111848204676,0.0047250816399149655
2019-09-12,0.0010536692101353958,0.00043116170671938397
2019-09-13,-0.01186642570697478,-0.004827333914407837
2019-09-16,0.006581568770099714,0.002675343900139758
2019-09-17,0.005706729487092209,0.0023316115814240924
2019-09-18,0.0014527700791063867,0.0005946935960182377
2019-09-19,0.002982987853918491,0.0012394799652735346
2019-09-20,-0.000991040129689232,-0.00041192323011055064
2019-09-23,0.001763364192449793,0.0007332295223158692
2019-09-24,-0.005894810218055705,-0.0024681459260180757
2019-09-25,0.0010045302693626546,0.0004220520972158683
2019-09-26,-0.0015883961215240536,-0.000667758876126504
2019-09-27,-0.007986752444336657,-0.00335161180877931
2019-09-30,0.004035889493494175,0.0016986986655430746
2019-10-01,-0.015754407801361902,-0.006580482523130953
2019-10-02,-0.031799813148984536,-0.01297454611959328
2019-10-03,0.019891170294196594,0.00802495826741009
2019-10-04,0.028233510730346453,0.011111746701122768
2019-10-07,-0.016618520297498874,-0.00648132960173113
2019-10-08,-0.024191680592615773,-0.009297147883603741
2019-10-09,0.015754930028027015,0.006009736413276026
2019-10-10,0.002706207009391325,0.0010323431583916952
2019-10-11,0.00800441706961375,0.0030490664768546183
2019-10-14,-0.000798183813808762,-0.0003052940684234797
2019-10-15,0.005161330215927173,0.0019735782614456335
2019-10-16,-0.0027136217346600115,-0.0010397208011387246
2019-10-17,0.004907120748043936,0.001889595726404653
2019-10-18,-0.005485760774653933,-0.002110531541939985
2019-10-21,0.008582378223012782,0.003297807102959037
2019-10-22,0.002791062300978705,0.0010731194014514426
2019-10-23,0.007521239909906726,0.0028984981427083775
2019-10-24,0.005507302909546825,0.0021238046073784804
2019-10-25,0.00043800929676156557,0.00016891120680060807
2019-10-28,-0.004401795725719926,-0.0016968236450490008
2019-10-29,0.000702337681341173,0.000273970414457711
2019-10-30,0.010305134598284605,0.004013097845670151
2019-10-31,0.005285473628800059,0.002066495222649368
2019-11-01,0.012518713104452817,0.005308945668305354
2019-11-04,-0.0011760845611512491,-0.0005076933145770776
2019-11-05,-0.013369693338730644,-0.00572500843452019
2019-11-06,0.0005534863157168403,0.0002490660820939703
2019-11-07,-0.010573830296140297,-0.004767147558328251
2019-11-08,-0.0021467290632260967,-0.0009749193408000543
2019-11-11,-0.006968513846075397,-0.0032283360731965114
2019-11-12,0.005460089136114591,0.002781905503515211
2019-11-13,0.009494276784209226,0.00484343984719979
2019-11-14,0.006025878617272004,0.003137037536495998
2019-11-15,0.01285304187180307,0.00677886673702617
2019-11-18,0.0009111139845709692,0.0004828887924547524
2019-11-19,-0.0041099910393996774,-0.0022015862586569723
2019-11-20,0.006442718603802565,0.0034507082132535904
2019-11-21,-0.00406755980689828,-0.0024690603824268145
2019-11-22,0.001230344144027088,0.0007650962767881315
2019-11-25,0.010592668034818514,0.006550440200454776
2019-11-26,0.006558194644895236,0.004099294753221205
2019-11-27,0.005851416745876273,0.0037480116764814888
2019-11-29,-0.006820509369677478,-0.004348762972012822
2019-12-02,-0.015095638611072763,-0.009424353851281542
2019-12-03,-0.0015524684447106047,-0.0009909014686267004
2019-12-04,0.012201589440497101,0.0077476077093467
2019-12-05,-0.0017187584496412668,-0.0010926452246021174
2019-12-06,0.00998907778994226,0.0063308375216341445
2019-12-09,-0.004398514472312757,-0.0027911922460681408
2019-12-10,0.0008728077476430597,0.0005591245210762288
2019-12-11,0.009058155424670002,0.005770417177659998
2019-12-12,0.007297910920186952,0.004699165686740897
2019-12-13,0.008794955357202656,0.005649548741915703
2019-12-16,0.01474336267706008,0.009345422611224922
2019-12-17,0.0005163194617204895,0.000327260607706831
2019-12-18,2.0441014237637168e-05,1.2957073394422687e-05
2019-12-19,0.007874125699796957,0.004976600935328402
2019-12-20,0.013506069199756133,0.008439126840372757
2019-12-23,0.0008674745411559947,0.0005445117689298687
2019-12-24,0.005189776155512386,0.003254796605254955
2019-12-26,0.010452063433805158,0.0065237958459182085
2019-12-27,0.0012721530019787742,0.0008004670743756648
2019-12-30,-0.009498467544464921,-0.005915105520234336
2019-12-31,0.003205582067199016,0.0020482610470014305
2020-01-02,0.022955351817992287,0.01572007690718832
2020-01-03,-0.0050387246399780745,-0.0035266539398269257
2020-01-06,0.008824892911533882,0.00659647619780252
2020-01-07,-0.008490568390901261,-0.006530566425307256
2020-01-08,0.0008533290324604256,0.0007220664798028954
2020-01-09,0.016291582917427206,0.013757506121206775
2020-01-10,-0.0036498073701907467,-0.0030630505764186354
2020-01-13,0.00982428413093695,0.00821908876508277
2020-01-14,0.0022120578225936745,0.001854140002246415
2020-01-15,0.009853512130080757,0.008209505023699293
2020-01-16,0.017313187996373203,0.014099607048943651
2020-01-17,0.0028769511117439153,0.0023436851331519897
2020-01-21,-0.005263083131546769,-0.0042897646668715005
2020-01-22,-3.309680147807264e-05,-2.7041548792636715e-05
2020-01-23,0.007508094245421359,0.006119231289658469
2020-01-24,-0.018235971721251343,-0.014064233723958292
2020-01-27,-0.030648735618549517,-0.02102221652566965
2020-01-28,0.0149607311095924,0.010113229387376826
2020-01-29,0.0016731911274898768,0.001136065334386465
2020-01-30,0.014190510014255092,0.0095213880385973
2020-01-31,-0.04037654888399459,-0.023550070392483136
2020-02-03,0.006194227117530601,0.0036111565594459235
2020-02-04,0.02114133370234695,0.01211411343059054
2020-02-05,0.03555275206950537,0.019041759292193677
2020-02-06,0.0037146820398073007,0.0020207612598763477
2020-02-07,-0.008709463143720113,-0.004701332845697936
2020-02-10,0.015601335658356608,0.008435889933760711
2020-02-11,0.006731387577127035,0.003643799183772663
2020-02-12,0.013299171649935332,0.007206108206595671
2020-02-13,0.002736396586966827,0.0014828933450168748
2020-02-14,0.005216752714632407,0.0028323907868344524
2020-02-18,-0.0018930973162327646,-0.001026388745463793
2020-02-19,0.011669136344839648,0.006334573408142256
2020-02-20,-0.0016340744741990096,-0.0008860242147378899
2020-02-21,-0.013210614745438526,-0.007071159907530042
2020-02-24,-0.0751372902181024,-0.030820150035979866
2020-02-25,-0.08657534032180612,-0.028741697715967636
2020-02-26,-0.021827153692949804,-0.007166756289550903
2020-02-27,-0.11218062691046128,-0.029686179399268365
2020-02-28,-0.04175545834223193,-0.010820175781330984
2020-03-02,0.12534571233765818,0.027092876294160365
2020-03-03,-0.05293357699461205,-0.011161295946150729
2020-03-04,0.10998431804546067,0.02103432097821146
2020-03-05,-0.07125789788035777,-0.013138646548216532
2020-03-06,-0.03488128772639183,-0.006387504529107972
2020-03-09,-0.22038407919343955,-0.031465077386339045
2020-03-10,0.09324800978306272,0.012830973715255836
2020-03-11,-0.14862418730723523,-0.01898728965174145
2020-03-12,-0.279507693487608,-0.02925936741676344
2020-03-13,0.2122496845826649,0.020153502948024496
2020-03-16,-0.2927890535615425,-0.02444097371738844
2020-03-17,0.14514916683892912,0.01172709935039503
2020-03-18,-0.1920676191550852,-0.014896027758302476
2020-03-19,0.008375691927275249,0.0006493741190400781
2020-03-20,-0.08137187006805661,-0.006274592799452311
2020-03-23,-0.07501326713903622,-0.005762274014281254
2020-03-24,0.29077979122162073,0.02022651876200048
2020-03-25,0.05437680727538474,0.0037674228566661437
2020-03-26,0.17140224745896662,0.011519085603892573
2020-03-27,-0.07324462619779318,-0.004904730543009603
2020-03-30,0.07524037090897143,0.0050072588815731735
2020-03-31,-0.05623060389712645,-0.0037342784957238185
2020-04-01,-0.11324797692319247,-0.007449667010696232
2020-04-02,0.08805806376070176,0.00575000711310348
2020-04-03,-0.03554312489259211,-0.0023195308717135275
2020-04-06,0.18475529443071503,0.011689659298496462
2020-04-07,-0.004471194550496226,-0.0002828968854692395
2020-04-08,0.0997078704227321,0.0062524753486647286
2020-04-09,0.0558977479437119,0.0034962173368940056
2020-04-13,-0.03567278998092382,-0.0022295083647214196
2020-04-14,0.07073496112685747,0.004401873896442232
2020-04-15,-0.06481625945558715,-0.0040221720057899745
2020-04-16,-0.0020465215191854532,-0.00012701811349829798
2020-04-17,0.09461959707359048,0.005830044919097254
2020-04-20,-0.05307887407750362,-0.0032646547001880222
2020-04-21,-0.06799174173584173,-0.004169315422856007
2020-04-22,0.0600821773859633,0.0036723764501804933
2020-04-23,0.00790815511711511,0.00048336298600457024
2020-04-24,0.030364451342796528,0.0018544958079737522
2020-04-27,0.03618702695361694,0.0022086894138030463
2020-04-28,0.0129578167444953,0.0007909262456374115
2020-04-29,0.05957541717263585,0.003625846292697582
2020-04-30,-0.049142277765858285,-0.0029866518314923896
2020-05-01,-0.07443872180001761,-0.004511621298854943
2020-05-04,0.012197134388806844,0.0007391652692564975
2020-05-05,0.01574340880893011,0.0009542448293853491
2020-05-06,-0.0459819652636609,-0.0027867753748131293
2020-05-07,0.041585519566909146,0.002516439775067278
2020-05-08,0.051500912242791484,0.0031094032251137754
2020-05-11,-0.01587997570541854,-0.0009589225968089794
2020-05-12,-0.04426314000551601,-0.0026699464169329134
2020-05-13,-0.04884248525878779,-0.002942780899451938
2020-05-14,0.03755657197514314,0.0022598307783826097
2020-05-15,0.0031466737914478847,0.00018934510711198557
2020-05-18,0.09889350686542016,0.005904579661382596
2020-05-19,-0.03538214624798326,-0.0021114076101444875
2020-05-20,0.046513530403763714,0.0027705728100535787
2020-05-21,-0.02269365697105492,-0.001351480757023178
2020-05-22,0.0066464639758804685,0.00039728066791219963
2020-05-26,0.03962348071084565,0.0023780499324227186
2020-05-27,0.049859266337341876,0.0029880137719585156
2020-05-28,-0.005472489939914033,-0.0003310894046426506
2020-05-29,0.009727127638803314,0.0005893482132271958
2020-06-01,0.01567927635060019,0.0009607540136400781
2020-06-02,0.023797154880791562,0.0014610323808168135
2020-06-03,0.03725042990382643,0.00230544185970313
2020-06-04,-0.0051352303407257065,-0.000319146701868905
2020-06-05,0.07120122172502046,0.004414233070879011
2020-06-08,0.05443123936184184,0.003512091542894735
2020-06-09,-0.03491556754348142,-0.0022634751900972466
2020-06-10,-0.028191338711713414,-0.0018647466292670335
2020-06-11,-0.15902521115260695,-0.011075699522965917
2020-06-12,0.031135516678920342,0.0022614293627676164
2020-06-15,0.021675643211837094,0.001756168253437085
2020-06-16,0.04507528440380811,0.003736122709146357
2020-06-17,-0.019637121260367606,-0.0017289987386214683
2020-06-18,0.00608845501805626,0.0005360481455569266
2020-06-19,-0.020262142805812542,-0.001806685939352763
2020-06-22,0.013295766339502435,0.0012014654716134318
2020-06-23,0.004979703344576395,0.0005211489365573612
2020-06-24,-0.07170668595994212,-0.007425033880755341
2020-06-25,0.025826406276858106,0.0028419814093660137
2020-06-26,-0.055781945552172446,-0.00617658982992369
2020-06-29,0.04371850892382445,0.004881083697506569
2020-06-30,0.0334988294607402,0.0037728645541100165
2020-07-01,-0.00015179846396868853,-1.7794847548078543e-05
2020-07-02,0.016342265803067385,0.0019492997203436758
2020-07-06,0.027361206360469646,0.0032799331336264923
2020-07-07,-0.027010963904116416,-0.003563664674982647
2020-07-08,0.015045712892903318,0.001985463569103805
2020-07-09,-0.035313472440241474,-0.00478170811256778
2020-07-10,0.03932636675733858,0.005353525090507002
2020-07-13,-0.006951480868587056,-0.0009517021258172116
2020-07-14,0.04432961308695198,0.006134399953873586
2020-07-15,0.030829821107561797,0.004339135892181115
2020-07-16,-0.0036686056194724197,-0.0005162765126414035
2020-07-17,0.010509391713538714,0.0015285434419086454
2020-07-20,-0.002744091041169047,-0.0004049556301626513
2020-07-21,0.036614614812549094,0.005517376352075565
2020-07-22,0.02089637096261673,0.003187768564128459
2020-07-23,-0.008185257422541978,-0.0012474154576899567
2020-07-24,-0.012329457888888092,-0.0018812614655881888
2020-07-27,0.01172633868237757,0.001796937154567017
2020-07-28,-0.005125929975247552,-0.0007853281416742693
2020-07-29,0.033860754638207445,0.0052418951203953
2020-07-30,-0.02349455712172998,-0.0036750746446125803
2020-07-31,0.008432715030165598,0.00136321414054725
2020-08-03,0.008615185520889178,0.0013929303194617011
2020-08-04,0.02763373469233455,0.004459277028525557
